N,k,z,local_radius,local_time,opt_radius,opt_time,gap
850,5,6,4.189607301835419,0.0,3.996916184848682,0.017847537994384766,1.0482099468878487
850,5,7,3.994647111586393,0.0037255287170410156,3.994647111586393,0.01623058319091797,1.0
850,5,8,3.917728919553684,0.0008122920989990234,3.917728919553684,0.05228114128112793,1.0
850,10,0,3.917728919553684,0.0,3.917728919553684,0.0,1.0
850,10,1,3.8283605567805066,0.0,3.8283605567805066,0.0,1.0
850,10,2,3.8007924622117617,0.0,3.8007924622117617,0.008349895477294922,1.0
850,10,3,3.7312595786972986,0.0,3.7312595786972986,0.008083343505859375,1.0
850,10,4,3.6798386929634175,0.0,3.6798386929634175,0.053496360778808594,1.0
850,10,5,3.590363724945525,0.0,3.590363724945525,0.15959739685058594,1.0
850,10,5,3.590363724945525,0.0,3.590363724945525,0.16104912757873535,1.0
850,10,6,3.423441492105022,0.0040435791015625,3.423441492105022,0.41811561584472656,1.0
850,10,7,3.3904141495421003,0.008098363876342773,3.371154369952746,1.0293006896972656,1.0057131111411028
850,10,8,3.371154369952746,0.003798961639404297,3.370361242345938,2.3091142177581787,1.0002353242129784
900,5,0,5.459295755196552,0.0,5.459295755196552,0.0,1.0
900,5,1,5.1983281052275405,0.0017409324645996094,5.1983281052275405,0.0,1.0
900,5,2,4.736501412121818,0.0,4.736501412121818,0.0,1.0
900,5,3,4.446892452314919,0.0,4.446892452314919,0.0,1.0
900,5,4,4.438159507155088,0.0,4.438159507155088,0.011044502258300781,1.0
900,5,5,4.301958812434207,0.0,4.301958812434207,0.011057853698730469,1.0
900,5,6,4.224110444953368,0.0,4.224110444953368,0.019058942794799805,1.0
900,5,7,4.11937928163703,0.00030517578125,4.11937928163703,0.02638697624206543,1.0
900,5,8,3.996916184848682,0.008594989776611328,3.996916184848682,0.053558349609375,1.0
900,5,9,3.917728919553684,0.0,3.917728919553684,0.08684206008911133,1.0
900,10,0,3.917728919553684,0.0,3.917728919553684,0.0,1.0
900,10,1,3.8283605567805066,0.0,3.8283605567805066,0.004029035568237305,1.0
900,10,2,3.8007924622117617,0.0,3.8007924622117617,0.0,1.0
900,10,3,3.7312595786972986,0.0,3.7312595786972986,0.016670942306518555,1.0
900,10,4,3.6798386929634175,0.0,3.6798386929634175,0.06533455848693848,1.0
900,10,5,3.590363724945525,0.0,3.590363724945525,0.16346335411071777,1.0
900,10,6,3.4849980006660988,0.0,3.4849980006660988,0.4517991542816162,1.0
900,10,7,3.371154369952746,0.007695198059082031,3.371154369952746,1.1047921180725098,1.0
900,10,8,3.411401616164218,0.0068013668060302734,3.370361242345938,2.482436418533325,1.0121768471885566
900,10,9,3.261757556430807,0.0,3.261757556430807,5.250174522399902,1.0
950,5,0,5.346842959533609,0.0,5.346842959533609,0.0,1.0
950,5,1,5.1983281052275405,0.0,5.1983281052275405,0.0,1.0
950,5,2,4.740200035765798,0.01563715934753418,4.740200035765798,0.0008447170257568359,1.0
950,5,3,4.446892452314919,0.0,4.446892452314919,0.0,1.0
950,5,4,4.301958812434207,0.0,4.301958812434207,0.0073549747467041016,1.0
950,5,5,4.293439129532168,0.0,4.293439129532168,0.016190052032470703,1.0
